"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"04.04.2023","101,267","101,735","101,950","101,140","15,26K","-0,51%"
"03.04.2023","101,787","102,270","102,745","101,560","16,16K","-0,39%"
"31.03.2023","102,186","101,905","102,305","101,730","12,30K","0,36%"
"30.03.2023","101,821","102,305","102,460","101,750","8,87K","-0,47%"
"29.03.2023","102,298","102,130","102,440","102,030","10,00K","0,19%"
"28.03.2023","102,106","102,425","102,430","102,040","9,38K","-0,40%"
"27.03.2023","102,518","102,770","102,895","102,480","7,36K","-0,24%"
"24.03.2023","102,764","102,265","103,025","102,165","14,23K","0,54%"
"23.03.2023","102,207","102,095","102,295","101,555","22,48K","0,23%"
"22.03.2023","101,972","102,840","102,910","101,670","19,34K","-0,90%"
"21.03.2023","102,897","102,960","103,145","102,635","12,93K","-0,03%"
"20.03.2023","102,933","103,415","103,640","102,905","14,83K","-0,41%"
"17.03.2023","103,360","104,100","104,125","103,335","18,18K","-0,70%"
"16.03.2023","104,092","104,340","104,405","103,895","27,79K","-0,18%"
"15.03.2023","104,276","103,325","104,720","103,045","27,71K","1,03%"
"14.03.2023","103,215","103,245","103,780","103,085","19,86K","-0,48%"
"13.03.2023","103,713","104,085","104,340","103,730","0,15K","-0,80%"
"10.03.2023","104,552","105,120","105,365","104,025","22,05K","-0,72%"
"09.03.2023","105,305","105,645","105,730","105,135","24,40K","-0,31%"
"08.03.2023","105,634","105,600","105,870","105,335","31,06K","0,04%"
"07.03.2023","105,592","104,275","105,635","104,095","24,98K","1,21%"
"06.03.2023","104,325","104,540","104,665","104,130","21,76K","-0,16%"
"03.03.2023","104,488","104,845","104,985","104,450","19,11K","-0,48%"
"02.03.2023","104,995","104,440","105,155","104,420","18,33K","0,54%"
"01.03.2023","104,432","104,985","105,035","104,045","26,13K","-0,37%"
"28.02.2023","104,825","104,610","104,950","104,360","18,88K","0,19%"
"27.02.2023","104,624","105,210","105,320","104,490","17,99K","-0,51%"
"24.02.2023","105,158","104,445","105,275","104,375","23,92K","0,59%"
"23.02.2023","104,539","104,430","104,735","104,265","15,24K","0,02%"
"22.02.2023","104,523","104,030","104,540","103,945","15,07K","0,39%"
"21.02.2023","104,112","103,850","104,200","103,700","17,92K","0,32%"
"20.02.2023","103,780","103,830","104,020","103,685","9,41K","0,00%"
"17.02.2023","103,780","104,095","104,605","103,765","24,05K","-0,01%"
"16.02.2023","103,791","103,815","104,170","103,465","29,83K","-0,05%"
"15.02.2023","103,839","103,120","104,030","103,070","24,33K","0,69%"
"14.02.2023","103,123","103,100","103,440","102,390","37,12K","-0,12%"
"13.02.2023","103,248","103,435","103,745","103,125","15,17K","-0,28%"
"10.02.2023","103,535","103,120","103,590","102,800","21,58K","0,42%"
"09.02.2023","103,106","103,385","103,450","102,520","21,83K","-0,16%"
"08.02.2023","103,272","103,170","103,385","102,880","17,73K","-0,03%"
"07.02.2023","103,298","103,415","103,850","102,870","27,28K","-0,19%"
"06.02.2023","103,498","102,895","103,650","102,845","37,02K","0,72%"
"03.02.2023","102,755","101,650","102,850","101,380","39,17K","1,16%"
"02.02.2023","101,575","100,750","101,745","100,680","42,49K","0,54%"
"01.02.2023","101,028","101,925","102,015","100,805","36,73K","-0,87%"
"31.01.2023","101,915","102,015","102,450","101,825","31,11K","-0,17%"
"30.01.2023","102,086","101,750","102,125","101,460","21,43K","0,36%"
"27.01.2023","101,721","101,520","101,990","101,490","18,24K","0,08%"
"26.01.2023","101,638","101,395","101,985","101,295","23,08K","0,22%"
"25.01.2023","101,416","101,735","101,890","101,330","23,31K","-0,25%"
"24.01.2023","101,675","101,770","102,205","101,485","22,22K","-0,24%"
"23.01.2023","101,916","101,720","102,040","101,345","21,42K","0,13%"
"20.01.2023","101,781","101,855","102,320","101,700","16,66K","-0,05%"
"19.01.2023","101,831","102,200","102,265","101,760","20,17K","-0,27%"
"18.01.2023","102,107","102,255","102,655","101,265","40,26K","-0,03%"
"17.01.2023","102,141","102,045","102,325","101,680","27,43K","0,19%"
"16.01.2023","101,946","101,900","102,300","101,465","11,92K","0,00%"
"13.01.2023","101,946","102,000","102,395","101,720","24,05K","-0,05%"
"12.01.2023","101,995","102,900","103,100","101,810","52,38K","-0,91%"
"11.01.2023","102,928","102,980","103,230","102,850","22,72K","-0,05%"
"10.01.2023","102,980","102,975","103,250","102,770","20,58K","0,23%"
"09.01.2023","102,743","103,690","103,690","102,680","35,68K","-0,87%"
"06.01.2023","103,646","104,840","105,500","103,620","38,59K","-1,13%"
"05.01.2023","104,828","103,830","105,060","103,780","26,34K","0,78%"
"04.01.2023","104,021","104,375","104,385","103,595","22,70K","-0,28%"
"03.01.2023","104,312","103,445","104,650","103,235","32,36K","1,01%"
"30.12.2022","103,269","103,640","103,865","103,145","22,93K","-0,31%"
"29.12.2022","103,586","104,080","104,215","103,535","14,45K","-0,57%"
"28.12.2022","104,182","104,005","104,270","103,565","19,01K","0,28%"
"27.12.2022","103,893","103,835","104,110","103,585","13,28K","-0,11%"
"23.12.2022","104,010","104,175","104,235","103,815","15,93K","-0,11%"
"22.12.2022","104,127","103,800","104,300","103,435","21,05K","0,27%"
"21.12.2022","103,847","103,625","104,065","103,515","16,95K","0,23%"
"20.12.2022","103,606","104,370","104,415","103,400","30,55K","-0,95%"
"19.12.2022","104,595","104,625","104,655","104,150","0,06K","-0,06%"
"16.12.2022","104,661","104,460","104,815","104,230","15,35K","0,12%"
"15.12.2022","104,532","103,610","104,860","103,500","40,25K","0,76%"
"14.12.2022","103,739","103,990","104,195","103,395","49,73K","-0,20%"
"13.12.2022","103,943","104,940","105,085","103,530","34,51K","-1,10%"
"12.12.2022","105,104","104,850","105,235","104,640","29,21K","0,29%"
"09.12.2022","104,799","104,770","105,200","104,410","38,53K","0,04%"
"08.12.2022","104,756","105,225","105,415","104,685","26,31K","-0,29%"
"07.12.2022","105,056","105,565","105,800","104,820","33,34K","-0,46%"
"06.12.2022","105,542","105,095","105,585","104,850","28,96K","0,29%"
"05.12.2022","105,239","104,435","105,360","104,065","35,49K","0,71%"
"02.12.2022","104,500","104,795","105,575","103,935","43,74K","-0,18%"
"01.12.2022","104,689","105,570","105,860","104,550","43,75K","-1,14%"
"30.11.2022","105,897","106,660","107,150","105,710","37,35K","-0,82%"
"29.11.2022","106,768","106,605","106,820","105,995","24,38K","0,13%"
"28.11.2022","106,632","106,120","106,695","105,255","42,07K","0,68%"
"25.11.2022","105,917","105,845","106,345","105,605","16,78K","-0,05%"
"24.11.2022","105,967","105,880","105,995","105,545","13,44K","0,00%"
"23.11.2022","105,967","107,045","107,135","105,910","31,04K","-1,07%"
"22.11.2022","107,115","107,570","107,660","107,010","20,07K","-0,57%"
"21.11.2022","107,732","106,910","107,895","106,780","23,69K","0,85%"
"18.11.2022","106,826","106,485","106,920","106,230","27,11K","0,22%"
"17.11.2022","106,592","106,250","107,140","105,975","35,05K","0,41%"
"16.11.2022","106,152","106,470","106,665","105,720","46,22K","-0,13%"
"15.11.2022","106,295","106,900","106,995","105,155","75,91K","-0,22%"
"14.11.2022","106,531","106,655","107,150","106,330","40,26K","0,35%"
"11.11.2022","106,164","108,050","108,320","106,140","55,54K","-1,78%"
"10.11.2022","108,092","110,205","110,890","107,585","71,97K","-2,14%"
"09.11.2022","110,460","109,625","110,545","109,355","46,85K","0,84%"
"08.11.2022","109,542","110,000","110,500","109,240","37,00K","-0,41%"
"07.11.2022","109,993","111,000","111,170","109,920","34,39K","-0,71%"
"04.11.2022","110,774","112,875","112,875","110,610","62,90K","-1,80%"
"03.11.2022","112,804","112,030","113,045","111,705","50,91K","1,42%"
"02.11.2022","111,226","111,365","112,025","110,260","48,15K","-0,12%"
"01.11.2022","111,359","111,440","111,655","110,565","36,50K","-0,05%"
"31.10.2022","111,420","110,675","111,535","110,585","24,96K","0,74%"
"28.10.2022","110,606","110,395","110,925","110,135","38,12K","0,14%"
"27.10.2022","110,453","109,450","110,480","109,365","50,40K","0,82%"
"26.10.2022","109,552","110,840","111,015","109,465","50,48K","-1,15%"
"25.10.2022","110,830","111,815","112,065","110,625","49,49K","-0,96%"
"24.10.2022","111,909","111,605","112,465","111,335","40,55K","-0,06%"
"21.10.2022","111,980","112,845","113,835","111,575","113,49K","-0,74%"
"20.10.2022","112,818","112,900","113,030","112,050","39,69K","-0,05%"
"19.10.2022","112,879","111,815","112,995","111,780","34,23K","0,79%"
"18.10.2022","111,994","111,970","112,350","111,630","41,68K","0,08%"
"17.10.2022","111,908","113,170","113,170","111,790","41,50K","-1,14%"
"14.10.2022","113,202","112,475","113,300","112,060","47,79K","0,85%"
"13.10.2022","112,253","113,175","113,850","112,020","78,59K","-0,86%"
"12.10.2022","113,224","113,230","113,495","112,905","39,16K","0,08%"
"11.10.2022","113,128","113,005","113,470","112,295","47,26K","0,05%"
"10.10.2022","113,071","112,655","113,285","112,510","34,69K","0,34%"
"07.10.2022","112,683","112,215","112,775","111,865","42,76K","0,45%"
"06.10.2022","112,183","110,880","112,235","110,720","33,41K","1,06%"
"05.10.2022","111,011","110,075","111,655","109,985","37,55K","0,94%"
"04.10.2022","109,981","111,505","111,825","109,965","51,31K","-1,50%"
"03.10.2022","111,656","112,150","112,530","111,405","39,38K","-0,38%"
"30.09.2022","112,084","111,810","112,700","111,540","54,60K","-0,11%"
"29.09.2022","112,202","112,960","113,720","111,950","56,44K","-0,27%"
"28.09.2022","112,508","114,105","114,745","112,455","99,32K","-1,35%"
"27.09.2022","114,047","113,845","114,425","113,260","55,23K","0,02%"
"26.09.2022","114,020","112,990","114,445","112,665","87,87K","0,94%"
"23.09.2022","112,962","111,005","113,000","110,840","54,78K","1,67%"
"22.09.2022","111,105","111,220","111,580","110,220","55,61K","0,69%"
"21.09.2022","110,346","109,900","111,360","109,860","51,63K","0,37%"
"20.09.2022","109,942","109,290","110,015","109,075","28,29K","0,56%"
"19.09.2022","109,333","109,290","109,900","109,233","-","-0,16%"
"16.09.2022","109,506","109,540","109,995","109,200","46,85K","0,05%"
"15.09.2022","109,452","109,345","109,650","109,150","35,23K","0,07%"
"14.09.2022","109,371","109,520","109,635","108,980","27,36K","-0,14%"
"13.09.2022","109,528","108,030","109,635","107,450","17,95K","1,32%"
"12.09.2022","108,096","108,365","108,605","107,570","15,79K","-0,58%"
"09.09.2022","108,732","109,290","109,290","108,100","3,80K","-0,66%"
"08.09.2022","109,458","109,425","109,970","109,040","2,75K","-0,10%"
"07.09.2022","109,567","110,025","110,480","109,260","1,99K","-0,32%"
"06.09.2022","109,919","109,380","110,255","109,125","1,48K","0,61%"
"05.09.2022","109,255","109,550","110,000","109,445","0,55K","0,00%"
"02.09.2022","109,255","109,300","109,430","108,660","0,88K","-0,14%"
"01.09.2022","109,403","108,520","109,700","108,500","0,78K","0,93%"
"31.08.2022","108,400","108,400","108,875","108,055","0,28K","-0,07%"
"30.08.2022","108,474","108,385","108,800","108,000","0,28K","-0,06%"
"29.08.2022","108,540","108,695","109,200","108,180","0,86K","0,08%"
"26.08.2022","108,451","108,235","108,555","107,265","0,41K","0,29%"
"25.08.2022","108,133","108,105","108,310","107,700","0,48K","-0,18%"
"24.08.2022","108,326","108,240","108,785","108,005","0,23K","0,06%"
"23.08.2022","108,259","108,655","108,900","107,700","0,39K","-0,39%"
"22.08.2022","108,681","107,740","108,705","107,740","0,44K","0,81%"
"19.08.2022","107,803","107,145","107,840","107,130","0,25K","0,65%"
"18.08.2022","107,105","106,145","107,160","106,105","0,17K","0,89%"
"17.08.2022","106,161","106,040","106,410","105,960","0,12K","0,11%"
"16.08.2022","106,043","106,080","106,425","105,935","0,08K","-0,02%"
"15.08.2022","106,068","105,080","106,080","105,080","0,24K","0,88%"
"12.08.2022","105,145","104,765","105,345","104,765","0,11K","0,48%"
"11.08.2022","104,644","104,760","104,995","104,195","0,07K","-0,08%"
"10.08.2022","104,730","105,765","105,825","104,150","0,15K","-1,11%"
"09.08.2022","105,902","105,825","105,855","105,555","0,03K","-0,06%"
"08.08.2022","105,968","106,190","106,340","105,685","0,23K","-0,15%"
"05.08.2022","106,130","105,480","106,460","105,440","0,11K","0,82%"
"04.08.2022","105,266","105,960","105,975","105,265","0,05K","-0,73%"
"03.08.2022","106,037","105,910","106,300","105,550","0,13K","0,26%"
"02.08.2022","105,764","104,965","105,845","104,660","0,10K","0,71%"
"01.08.2022","105,016","105,400","105,405","104,830","0,12K","-0,43%"
"29.07.2022","105,474","105,750","106,170","105,100","0,13K","-0,42%"
"28.07.2022","105,921","105,965","106,520","105,640","0,10K","-0,09%"
"27.07.2022","106,016","106,705","106,920","105,855","0,11K","-0,65%"
"26.07.2022","106,714","106,000","106,750","105,795","0,14K","0,64%"
"25.07.2022","106,040","106,180","106,335","105,835","0,05K","-0,26%"
"22.07.2022","106,316","106,335","106,340","105,725","0,05K","-0,15%"
"21.07.2022","106,479","106,655","106,840","106,000","0,07K","-0,12%"
"20.07.2022","106,608","106,165","106,745","105,940","0,16K","0,34%"
"19.07.2022","106,250","107,070","107,095","105,975","0,10K","-0,60%"
"18.07.2022","106,896","107,300","107,400","106,440","0,05K","-0,64%"
"15.07.2022","107,586","108,080","108,185","107,485","0,06K","-0,41%"
"14.07.2022","108,032","107,700","108,785","107,675","0,09K","0,60%"
"13.07.2022","107,386","107,705","108,050","106,980","0,06K","-0,17%"
"12.07.2022","107,567","107,680","108,025","107,385","0,08K","0,09%"
"11.07.2022","107,474","106,435","107,675","106,435","0,10K","0,97%"
"08.07.2022","106,441","106,435","107,220","106,295","0,13K","-0,14%"
"07.07.2022","106,594","106,430","106,680","106,260","0,10K","0,03%"
"06.07.2022","106,563","105,930","106,600","105,800","0,04K","0,58%"
"05.07.2022","105,950","104,570","106,170","104,570","0,17K","1,34%"
"04.07.2022","104,549","104,495","104,665","104,245","0,02K","0,00%"
"01.07.2022","104,549","104,200","105,020","104,200","0,04K","0,45%"
"30.06.2022","104,084","104,430","104,860","104,060","0,03K","-0,38%"
"29.06.2022","104,484","103,930","104,340","103,930","0,01K","0,58%"
"28.06.2022","103,881","103,320","103,935","103,320","0,03K","0,54%"
"27.06.2022","103,318","103,450","103,470","103,080","0,04K","-0,27%"
"24.06.2022","103,599","103,660","103,800","103,400","0,02K","-0,22%"
"23.06.2022","103,832","103,720","104,190","103,470","0,03K","0,19%"
"22.06.2022","103,631","103,965","104,275","103,375","0,03K","-0,24%"
"21.06.2022","103,881","103,850","103,910","103,445","0,07K","-0,28%"
"20.06.2022","104,173","104,200","104,200","103,750","0,01K","0,00%"
"17.06.2022","104,173","103,285","104,500","103,250","0,08K","1,05%"
"16.06.2022","103,087","104,230","104,870","102,950","0,11K","-1,45%"
"15.06.2022","104,605","104,450","105,080","104,100","0,09K","-0,37%"
"14.06.2022","104,992","104,795","105,000","104,285","0,21K","0,02%"
"13.06.2022","104,966","104,100","105,150","104,095","53,58K","0,92%"
"10.06.2022","104,013","103,175","104,100","102,910","44,91K","0,90%"
"09.06.2022","103,081","102,440","103,215","102,005","41,28K","0,66%"
